Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2019-01-16,6.0,CA,6083.0,Santa Barbara County,0.20586706704394525,0.7941329329560547,1618094.0,0.40191051138602985,0.3221539735670658,0.23913540150072796,0.3017048895681761,125303.0,72205.0,29649.0,10060.0,1893.0,1085.0,06-06083-20190116,2,1
County,2019-01-17,6.0,CA,6083.0,Santa Barbara County,0.2163865950607303,0.7836134049392697,1571418.0,0.3524987046400686,0.3362055281410677,0.24612162616194422,0.26154030105246195,127439.0,71084.0,28333.0,10563.0,2119.0,1112.0,06-06083-20190117,2,1
County,2019-01-18,6.0,CA,6083.0,Santa Barbara County,0.21394198379241977,0.7860580162075802,1598949.0,0.29693223034179633,0.35785683886032416,0.26678239444506663,0.31788821393387867,140781.0,78745.0,34261.0,12946.0,2473.0,2120.0,06-06083-20190118,2,1
County,2019-01-19,6.0,CA,6083.0,Santa Barbara County,0.22875401820946661,0.7712459817905334,1654365.0,0.32186409913891406,0.3609176760182661,0.27944450666368015,0.33200248494347795,146241.0,84087.0,41895.0,13053.0,2130.0,1870.0,06-06083-20190119,2,1
County,2019-01-20,6.0,CA,6083.0,Santa Barbara County,0.1992646917287444,0.8007353082712556,1521341.0,0.28374951259783515,0.31820168627856954,0.23392765147272931,0.28807409082520397,137989.0,80292.0,32251.0,12624.0,2097.0,1621.0,06-06083-20190120,3,1
County,2019-01-21,6.0,CA,6083.0,Santa Barbara County,0.1709495486131162,0.8290504513868838,1658806.0,0.3619955584656632,0.34835225508126577,0.27334975921155785,0.3194192094448647,143722.0,79570.0,34557.0,12463.0,1949.0,1758.0,06-06083-20190121,3,1
County,2021-06-06,6.0,CA,6083.0,Santa Barbara County,0.30889684510404036,0.6911031548959596,1117580.0,0.17406799772563172,0.16044261936804813,0.10885205510135514,0.11340023965668271,124748.0,67981.0,21239.0,11313.0,1782.0,600.0,06-06083-20210606,23,6
County,2021-06-07,6.0,CA,6083.0,Santa Barbara County,0.2685992569921657,0.7314007430078343,1343871.0,0.28569386624738696,0.22372522631330732,0.1743218725501176,0.18344913273913033,136230.0,71381.0,19871.0,6985.0,1401.0,683.0,06-06083-20210607,23,6
County,2021-06-08,6.0,CA,6083.0,Santa Barbara County,0.27780023483667304,0.722199765163327,1285725.0,0.23211273467560298,0.20964721579994708,0.1676447530518535,0.23458802184462865,133549.0,63269.0,17770.0,8042.0,1671.0,631.0,06-06083-20210608,23,6
County,2021-06-09,6.0,CA,6083.0,Santa Barbara County,0.2678870474100595,0.7321129525899405,1246014.0,0.20763910273859584,0.18442320300907553,0.1607414044125882,0.2168269143292342,140176.0,73171.0,16196.0,8709.0,1400.0,699.0,06-06083-20210609,23,6
County,2021-06-10,6.0,CA,6083.0,Santa Barbara County,0.25422994745048216,0.7457700525495178,1316923.0,0.2598213506846752,0.20658982941670406,0.1967207974017247,0.19411671436406502,134357.0,71768.0,19762.0,7159.0,1413.0,554.0,06-06083-20210610,23,6
County,2021-06-11,6.0,CA,6083.0,Santa Barbara County,0.24377779061038285,0.7562222093896172,1326017.0,0.24747523051100767,0.2246396816085211,0.18796729756971664,0.23263333827202853,129506.0,64910.0,21686.0,10940.0,1535.0,675.0,06-06083-20210611,23,6
County,2021-06-12,6.0,CA,6083.0,Santa Barbara County,0.2568189255259764,0.7431810744740236,1165017.0,0.16459216393949172,0.18568618654888022,0.1293448314480905,0.1618826306089931,130289.0,71283.0,19999.0,10928.0,1380.0,490.0,06-06083-20210612,23,6
County,2021-06-13,6.0,CA,6083.0,Santa Barbara County,0.31944524648226214,0.6805547535177379,1099400.0,0.1760070963653199,0.13257876393250284,0.11375293985888678,0.11772029829718988,123668.0,66846.0,21486.0,13670.0,1627.0,715.0,06-06083-20210613,24,6
County,2021-06-14,6.0,CA,6083.0,Santa Barbara County,0.25931165906334813,0.7406883409366518,1261699.0,0.21797045213053864,0.1936367714551917,0.1755022958897973,0.21783544787467152,135584.0,68597.0,16964.0,7902.0,1489.0,682.0,06-06083-20210614,24,6
County,2021-06-15,6.0,CA,6083.0,Santa Barbara County,0.24052472522184365,0.7594752747781564,1348715.0,0.2921617323875717,0.22098876197706385,0.1727203494232277,0.20473490903703243,132369.0,69801.0,18144.0,7502.0,1485.0,845.0,06-06083-20210615,24,6
County,2021-06-16,6.0,CA,6083.0,Santa Barbara County,0.27044715212411696,0.729552847875883,1250272.0,0.222593809808581,0.19251987071097462,0.16034046365774443,0.19284045155269977,140933.0,65798.0,15552.0,8227.0,1545.0,693.0,06-06083-20210616,24,6
County,2021-06-17,6.0,CA,6083.0,Santa Barbara County,0.25121749340724914,0.7487825065927508,1371521.0,0.3060402134374806,0.21685243337129184,0.15153768619106284,0.2497446174720639,136201.0,72102.0,18776.0,6238.0,1383.0,784.0,06-06083-20210617,24,6
County,2021-06-18,6.0,CA,6083.0,Santa Barbara County,0.24126580816538662,0.7587341918346134,1332230.0,0.2538842405407195,0.21067554666022523,0.19700302385485496,0.20528856276171836,146805.0,65853.0,22687.0,10072.0,1771.0,805.0,06-06083-20210618,24,6
County,2021-06-19,6.0,CA,6083.0,Santa Barbara County,0.2689457373294066,0.7310542626705935,1188766.0,0.19007370676834762,0.17220055902550122,0.13729868966289618,0.16439876584606347,139265.0,72478.0,17177.0,10049.0,1562.0,547.0,06-06083-20210619,24,6
County,2019-01-22,6.0,CA,6083.0,Santa Barbara County,0.1650690073338338,0.8349309926661662,1696259.0,0.3613744162997794,0.38713781243889256,0.2918490312465002,0.3180909603682707,141818.0,78801.0,33561.0,12856.0,1857.0,1703.0,06-06083-20190122,3,1
